,NAME_CAT,SMILE_CAT,NAME_ANI,SMILE_ANI,T,P,densiy (kg/m3),reference,,,,,,,,,,,,,,,,
163,1-butyl-3-methylimidazolium ,CCCCN1C=C[N+](=C1)C,tetrafluoroborate,[B-](F)(F)(F)F,293.15,101.325,1205.3,"Neves, C. M. S. S.; Kurnia, K. A.; Coutinho, J. A. P.; Marrucho, I. M.; Lopes, J. N. C.; Freire, M. G.; Rebelo, L. P. N. (2013) J. Phys. Chem. B 117, 10271-10283.",,,,,,,,,,,,,,,,
164,1-butyl-3-methylimidazolium ,CCCCN1C=C[N+](=C1)C,tetrafluoroborate,[B-](F)(F)(F)F,298.15,101.325,1201.7,"Neves, C. M. S. S.; Kurnia, K. A.; Coutinho, J. A. P.; Marrucho, I. M.; Lopes, J. N. C.; Freire, M. G.; Rebelo, L. P. N. (2013) J. Phys. Chem. B 117, 10271-10283.",,,,,,,,,,,,,,,,
165,1-butyl-3-methylimidazolium ,CCCCN1C=C[N+](=C1)C,tetrafluoroborate,[B-](F)(F)(F)F,303.15,101.325,1198.1,"Neves, C. M. S. S.; Kurnia, K. A.; Coutinho, J. A. P.; Marrucho, I. M.; Lopes, J. N. C.; Freire, M. G.; Rebelo, L. P. N. (2013) J. Phys. Chem. B 117, 10271-10283.",,,,,,,,,,,,,,,,
166,1-butyl-3-methylimidazolium ,CCCCN1C=C[N+](=C1)C,tetrafluoroborate,[B-](F)(F)(F)F,308.15,101.325,1194.5,"Neves, C. M. S. S.; Kurnia, K. A.; Coutinho, J. A. P.; Marrucho, I. M.; Lopes, J. N. C.; Freire, M. G.; Rebelo, L. P. N. (2013) J. Phys. Chem. B 117, 10271-10283.",,,,,,,,,,,,,,,,
167,1-butyl-3-methylimidazolium ,CCCCN1C=C[N+](=C1)C,tetrafluoroborate,[B-](F)(F)(F)F,313.15,101.325,1191,"Neves, C. M. S. S.; Kurnia, K. A.; Coutinho, J. A. P.; Marrucho, I. M.; Lopes, J. N. C.; Freire, M. G.; Rebelo, L. P. N. (2013) J. Phys. Chem. B 117, 10271-10283.",,,,,,,,,,,,,,,,
168,1-butyl-3-methylimidazolium ,CCCCN1C=C[N+](=C1)C,tetrafluoroborate,[B-](F)(F)(F)F,318.15,101.325,1187.4,"Neves, C. M. S. S.; Kurnia, K. A.; Coutinho, J. A. P.; Marrucho, I. M.; Lopes, J. N. C.; Freire, M. G.; Rebelo, L. P. N. (2013) J. Phys. Chem. B 117, 10271-10283.",,,,,,,,,,,,,,,,
169,1-butyl-3-methylimidazolium ,CCCCN1C=C[N+](=C1)C,tetrafluoroborate,[B-](F)(F)(F)F,323.15,101.325,1183.9,"Neves, C. M. S. S.; Kurnia, K. A.; Coutinho, J. A. P.; Marrucho, I. M.; Lopes, J. N. C.; Freire, M. G.; Rebelo, L. P. N. (2013) J. Phys. Chem. B 117, 10271-10283.",,,,,,,,,,,,,,,,
170,1-butyl-3-methylimidazolium ,CCCCN1C=C[N+](=C1)C,tetrafluoroborate,[B-](F)(F)(F)F,328.15,101.325,1180.5,"Neves, C. M. S. S.; Kurnia, K. A.; Coutinho, J. A. P.; Marrucho, I. M.; Lopes, J. N. C.; Freire, M. G.; Rebelo, L. P. N. (2013) J. Phys. Chem. B 117, 10271-10283.",,,,,,,,,,,,,,,,
171,1-butyl-3-methylimidazolium ,CCCCN1C=C[N+](=C1)C,tetrafluoroborate,[B-](F)(F)(F)F,333.15,101.325,1177,"Neves, C. M. S. S.; Kurnia, K. A.; Coutinho, J. A. P.; Marrucho, I. M.; Lopes, J. N. C.; Freire, M. G.; Rebelo, L. P. N. (2013) J. Phys. Chem. B 117, 10271-10283.",,,,,,,,,,,,,,,,
172,1-butyl-3-methylimidazolium ,CCCCN1C=C[N+](=C1)C,tetrafluoroborate,[B-](F)(F)(F)F,338.15,101.325,1173.6,"Neves, C. M. S. S.; Kurnia, K. A.; Coutinho, J. A. P.; Marrucho, I. M.; Lopes, J. N. C.; Freire, M. G.; Rebelo, L. P. N. (2013) J. Phys. Chem. B 117, 10271-10283.",,,,,,,,,,,,,,,,
173,1-butyl-3-methylimidazolium ,CCCCN1C=C[N+](=C1)C,tetrafluoroborate,[B-](F)(F)(F)F,343.15,101.325,1170.2,"Neves, C. M. S. S.; Kurnia, K. A.; Coutinho, J. A. P.; Marrucho, I. M.; Lopes, J. N. C.; Freire, M. G.; Rebelo, L. P. N. (2013) J. Phys. Chem. B 117, 10271-10283.",,,,,,,,,,,,,,,,
174,1-butyl-3-methylimidazolium ,CCCCN1C=C[N+](=C1)C,tetrafluoroborate,[B-](F)(F)(F)F,348.15,101.325,1166.8,"Neves, C. M. S. S.; Kurnia, K. A.; Coutinho, J. A. P.; Marrucho, I. M.; Lopes, J. N. C.; Freire, M. G.; Rebelo, L. P. N. (2013) J. Phys. Chem. B 117, 10271-10283.",,,,,,,,,,,,,,,,
175,1-butyl-3-methylimidazolium ,CCCCN1C=C[N+](=C1)C,tetrafluoroborate,[B-](F)(F)(F)F,353.15,101.325,1163.4,"Neves, C. M. S. S.; Kurnia, K. A.; Coutinho, J. A. P.; Marrucho, I. M.; Lopes, J. N. C.; Freire, M. G.; Rebelo, L. P. N. (2013) J. Phys. Chem. B 117, 10271-10283.",,,,,,,,,,,,,,,,
176,1-butyl-3-methylimidazolium ,CCCCN1C=C[N+](=C1)C,tetrafluoroborate,[B-](F)(F)(F)F,358.15,101.325,1160.1,"Neves, C. M. S. S.; Kurnia, K. A.; Coutinho, J. A. P.; Marrucho, I. M.; Lopes, J. N. C.; Freire, M. G.; Rebelo, L. P. N. (2013) J. Phys. Chem. B 117, 10271-10283.",,,,,,,,,,,,,,,,
177,1-butyl-3-methylimidazolium ,CCCCN1C=C[N+](=C1)C,tetrafluoroborate,[B-](F)(F)(F)F,363.15,101.325,1156.8,"Neves, C. M. S. S.; Kurnia, K. A.; Coutinho, J. A. P.; Marrucho, I. M.; Lopes, J. N. C.; Freire, M. G.; Rebelo, L. P. N. (2013) J. Phys. Chem. B 117, 10271-10283.",,,,,,,,,,,,,,,,
178,1-butyl-3-methylimidazolium ,CCCCN1C=C[N+](=C1)C,thiocyanate,C(#N)[S-],278.15,101.325,1081.8,"Neves, C. M. S. S.; Kurnia, K. A.; Coutinho, J. A. P.; Marrucho, I. M.; Lopes, J. N. C.; Freire, M. G.; Rebelo, L. P. N. (2013) J. Phys. Chem. B 117, 10271-10283.",,,,,,,,,,,,,,,,
179,1-butyl-3-methylimidazolium ,CCCCN1C=C[N+](=C1)C,thiocyanate,C(#N)[S-],283.15,101.325,1078.7,"Neves, C. M. S. S.; Kurnia, K. A.; Coutinho, J. A. P.; Marrucho, I. M.; Lopes, J. N. C.; Freire, M. G.; Rebelo, L. P. N. (2013) J. Phys. Chem. B 117, 10271-10283.",,,,,,,,,,,,,,,,
180,1-butyl-3-methylimidazolium ,CCCCN1C=C[N+](=C1)C,thiocyanate,C(#N)[S-],288.15,101.325,1075.6,"Neves, C. M. S. S.; Kurnia, K. A.; Coutinho, J. A. P.; Marrucho, I. M.; Lopes, J. N. C.; Freire, M. G.; Rebelo, L. P. N. (2013) J. Phys. Chem. B 117, 10271-10283.",,,,,,,,,,,,,,,,
181,1-butyl-3-methylimidazolium ,CCCCN1C=C[N+](=C1)C,thiocyanate,C(#N)[S-],293.15,101.325,1072.6,"Neves, C. M. S. S.; Kurnia, K. A.; Coutinho, J. A. P.; Marrucho, I. M.; Lopes, J. N. C.; Freire, M. G.; Rebelo, L. P. N. (2013) J. Phys. Chem. B 117, 10271-10283.",,,,,,,,,,,,,,,,
182,1-butyl-3-methylimidazolium ,CCCCN1C=C[N+](=C1)C,thiocyanate,C(#N)[S-],298.15,101.325,1069.5,"Neves, C. M. S. S.; Kurnia, K. A.; Coutinho, J. A. P.; Marrucho, I. M.; Lopes, J. N. C.; Freire, M. G.; Rebelo, L. P. N. (2013) J. Phys. Chem. B 117, 10271-10283.",,,,,,,,,,,,,,,,
183,1-butyl-3-methylimidazolium ,CCCCN1C=C[N+](=C1)C,thiocyanate,C(#N)[S-],303.15,101.325,1066.5,"Neves, C. M. S. S.; Kurnia, K. A.; Coutinho, J. A. P.; Marrucho, I. M.; Lopes, J. N. C.; Freire, M. G.; Rebelo, L. P. N. (2013) J. Phys. Chem. B 117, 10271-10283.",,,,,,,,,,,,,,,,
184,1-butyl-3-methylimidazolium ,CCCCN1C=C[N+](=C1)C,thiocyanate,C(#N)[S-],308.15,101.325,1063.6,"Neves, C. M. S. S.; Kurnia, K. A.; Coutinho, J. A. P.; Marrucho, I. M.; Lopes, J. N. C.; Freire, M. G.; Rebelo, L. P. N. (2013) J. Phys. Chem. B 117, 10271-10283.",,,,,,,,,,,,,,,,
185,1-butyl-3-methylimidazolium ,CCCCN1C=C[N+](=C1)C,thiocyanate,C(#N)[S-],313.15,101.325,1060.6,"Neves, C. M. S. S.; Kurnia, K. A.; Coutinho, J. A. P.; Marrucho, I. M.; Lopes, J. N. C.; Freire, M. G.; Rebelo, L. P. N. (2013) J. Phys. Chem. B 117, 10271-10283.",,,,,,,,,,,,,,,,
186,1-butyl-3-methylimidazolium ,CCCCN1C=C[N+](=C1)C,thiocyanate,C(#N)[S-],318.15,101.325,1057.7,"Neves, C. M. S. S.; Kurnia, K. A.; Coutinho, J. A. P.; Marrucho, I. M.; Lopes, J. N. C.; Freire, M. G.; Rebelo, L. P. N. (2013) J. Phys. Chem. B 117, 10271-10283.",,,,,,,,,,,,,,,,
187,1-butyl-3-methylimidazolium ,CCCCN1C=C[N+](=C1)C,thiocyanate,C(#N)[S-],323.15,101.325,1054.8,"Neves, C. M. S. S.; Kurnia, K. A.; Coutinho, J. A. P.; Marrucho, I. M.; Lopes, J. N. C.; Freire, M. G.; Rebelo, L. P. N. (2013) J. Phys. Chem. B 117, 10271-10283.",,,,,,,,,,,,,,,,
188,1-butyl-3-methylimidazolium ,CCCCN1C=C[N+](=C1)C,thiocyanate,C(#N)[S-],328.15,101.325,1051.9,"Neves, C. M. S. S.; Kurnia, K. A.; Coutinho, J. A. P.; Marrucho, I. M.; Lopes, J. N. C.; Freire, M. G.; Rebelo, L. P. N. (2013) J. Phys. Chem. B 117, 10271-10283.",,,,,,,,,,,,,,,,
189,1-butyl-3-methylimidazolium ,CCCCN1C=C[N+](=C1)C,thiocyanate,C(#N)[S-],333.15,101.325,1049,"Neves, C. M. S. S.; Kurnia, K. A.; Coutinho, J. A. P.; Marrucho, I. M.; Lopes, J. N. C.; Freire, M. G.; Rebelo, L. P. N. (2013) J. Phys. Chem. B 117, 10271-10283.",,,,,,,,,,,,,,,,
190,1-butyl-3-methylimidazolium ,CCCCN1C=C[N+](=C1)C,thiocyanate,C(#N)[S-],338.15,101.325,1046.1,"Neves, C. M. S. S.; Kurnia, K. A.; Coutinho, J. A. P.; Marrucho, I. M.; Lopes, J. N. C.; Freire, M. G.; Rebelo, L. P. N. (2013) J. Phys. Chem. B 117, 10271-10283.",,,,,,,,,,,,,,,,
191,1-butyl-3-methylimidazolium ,CCCCN1C=C[N+](=C1)C,thiocyanate,C(#N)[S-],343.15,101.325,1043.3,"Neves, C. M. S. S.; Kurnia, K. A.; Coutinho, J. A. P.; Marrucho, I. M.; Lopes, J. N. C.; Freire, M. G.; Rebelo, L. P. N. (2013) J. Phys. Chem. B 117, 10271-10283.",,,,,,,,,,,,,,,,
192,1-butyl-3-methylimidazolium ,CCCCN1C=C[N+](=C1)C,thiocyanate,C(#N)[S-],348.15,101.325,1040.5,"Neves, C. M. S. S.; Kurnia, K. A.; Coutinho, J. A. P.; Marrucho, I. M.; Lopes, J. N. C.; Freire, M. G.; Rebelo, L. P. N. (2013) J. Phys. Chem. B 117, 10271-10283.",,,,,,,,,,,,,,,,
193,1-butyl-3-methylimidazolium ,CCCCN1C=C[N+](=C1)C,thiocyanate,C(#N)[S-],353.15,101.325,1037.7,"Neves, C. M. S. S.; Kurnia, K. A.; Coutinho, J. A. P.; Marrucho, I. M.; Lopes, J. N. C.; Freire, M. G.; Rebelo, L. P. N. (2013) J. Phys. Chem. B 117, 10271-10283.",,,,,,,,,,,,,,,,
194,1-butyl-3-methylimidazolium ,CCCCN1C=C[N+](=C1)C,thiocyanate,C(#N)[S-],358.15,101.325,1035,"Neves, C. M. S. S.; Kurnia, K. A.; Coutinho, J. A. P.; Marrucho, I. M.; Lopes, J. N. C.; Freire, M. G.; Rebelo, L. P. N. (2013) J. Phys. Chem. B 117, 10271-10283.",,,,,,,,,,,,,,,,
195,1-butyl-3-methylimidazolium ,CCCCN1C=C[N+](=C1)C,thiocyanate,C(#N)[S-],363.15,101.325,1032.2,"Neves, C. M. S. S.; Kurnia, K. A.; Coutinho, J. A. P.; Marrucho, I. M.; Lopes, J. N. C.; Freire, M. G.; Rebelo, L. P. N. (2013) J. Phys. Chem. B 117, 10271-10283.",,,,,,,,,,,,,,,,
196,1-butyl-3-methylimidazolium ,CCCCN1C=C[N+](=C1)C,tricyanomethane,C(=C(C#N)C#N)=[N-],278.15,101.325,1061.4,"Neves, C. M. S. S.; Kurnia, K. A.; Coutinho, J. A. P.; Marrucho, I. M.; Lopes, J. N. C.; Freire, M. G.; Rebelo, L. P. N. (2013) J. Phys. Chem. B 117, 10271-10283.",,,,,,,,,,,,,,,,
197,1-butyl-3-methylimidazolium ,CCCCN1C=C[N+](=C1)C,tricyanomethane,C(=C(C#N)C#N)=[N-],283.15,101.325,1057.9,"Neves, C. M. S. S.; Kurnia, K. A.; Coutinho, J. A. P.; Marrucho, I. M.; Lopes, J. N. C.; Freire, M. G.; Rebelo, L. P. N. (2013) J. Phys. Chem. B 117, 10271-10283.",,,,,,,,,,,,,,,,
198,1-butyl-3-methylimidazolium ,CCCCN1C=C[N+](=C1)C,tricyanomethane,C(=C(C#N)C#N)=[N-],288.15,101.325,1054.4,"Neves, C. M. S. S.; Kurnia, K. A.; Coutinho, J. A. P.; Marrucho, I. M.; Lopes, J. N. C.; Freire, M. G.; Rebelo, L. P. N. (2013) J. Phys. Chem. B 117, 10271-10283.",,,,,,,,,,,,,,,,
199,1-butyl-3-methylimidazolium ,CCCCN1C=C[N+](=C1)C,tricyanomethane,C(=C(C#N)C#N)=[N-],293.15,101.325,1050.9,"Neves, C. M. S. S.; Kurnia, K. A.; Coutinho, J. A. P.; Marrucho, I. M.; Lopes, J. N. C.; Freire, M. G.; Rebelo, L. P. N. (2013) J. Phys. Chem. B 117, 10271-10283.",,,,,,,,,,,,,,,,
200,1-butyl-3-methylimidazolium ,CCCCN1C=C[N+](=C1)C,tricyanomethane,C(=C(C#N)C#N)=[N-],298.15,101.325,1047.5,"Neves, C. M. S. S.; Kurnia, K. A.; Coutinho, J. A. P.; Marrucho, I. M.; Lopes, J. N. C.; Freire, M. G.; Rebelo, L. P. N. (2013) J. Phys. Chem. B 117, 10271-10283.",,,,,,,,,,,,,,,,
201,1-butyl-3-methylimidazolium ,CCCCN1C=C[N+](=C1)C,tricyanomethane,C(=C(C#N)C#N)=[N-],303.15,101.325,1044,"Neves, C. M. S. S.; Kurnia, K. A.; Coutinho, J. A. P.; Marrucho, I. M.; Lopes, J. N. C.; Freire, M. G.; Rebelo, L. P. N. (2013) J. Phys. Chem. B 117, 10271-10283.",,,,,,,,,,,,,,,,
202,1-butyl-3-methylimidazolium ,CCCCN1C=C[N+](=C1)C,tricyanomethane,C(=C(C#N)C#N)=[N-],308.15,101.325,1040.6,"Neves, C. M. S. S.; Kurnia, K. A.; Coutinho, J. A. P.; Marrucho, I. M.; Lopes, J. N. C.; Freire, M. G.; Rebelo, L. P. N. (2013) J. Phys. Chem. B 117, 10271-10283.",,,,,,,,,,,,,,,,
203,1-butyl-3-methylimidazolium ,CCCCN1C=C[N+](=C1)C,tricyanomethane,C(=C(C#N)C#N)=[N-],313.15,101.325,1037.3,"Neves, C. M. S. S.; Kurnia, K. A.; Coutinho, J. A. P.; Marrucho, I. M.; Lopes, J. N. C.; Freire, M. G.; Rebelo, L. P. N. (2013) J. Phys. Chem. B 117, 10271-10283.",,,,,,,,,,,,,,,,
204,1-butyl-3-methylimidazolium ,CCCCN1C=C[N+](=C1)C,tricyanomethane,C(=C(C#N)C#N)=[N-],318.15,101.325,1033.9,"Neves, C. M. S. S.; Kurnia, K. A.; Coutinho, J. A. P.; Marrucho, I. M.; Lopes, J. N. C.; Freire, M. G.; Rebelo, L. P. N. (2013) J. Phys. Chem. B 117, 10271-10283.",,,,,,,,,,,,,,,,
205,1-butyl-3-methylimidazolium ,CCCCN1C=C[N+](=C1)C,tricyanomethane,C(=C(C#N)C#N)=[N-],323.15,101.325,1030.6,"Neves, C. M. S. S.; Kurnia, K. A.; Coutinho, J. A. P.; Marrucho, I. M.; Lopes, J. N. C.; Freire, M. G.; Rebelo, L. P. N. (2013) J. Phys. Chem. B 117, 10271-10283.",,,,,,,,,,,,,,,,
206,1-butyl-3-methylimidazolium ,CCCCN1C=C[N+](=C1)C,tricyanomethane,C(=C(C#N)C#N)=[N-],328.15,101.325,1027.3,"Neves, C. M. S. S.; Kurnia, K. A.; Coutinho, J. A. P.; Marrucho, I. M.; Lopes, J. N. C.; Freire, M. G.; Rebelo, L. P. N. (2013) J. Phys. Chem. B 117, 10271-10283.",,,,,,,,,,,,,,,,
207,1-butyl-3-methylimidazolium ,CCCCN1C=C[N+](=C1)C,tricyanomethane,C(=C(C#N)C#N)=[N-],333.15,101.325,1024,"Neves, C. M. S. S.; Kurnia, K. A.; Coutinho, J. A. P.; Marrucho, I. M.; Lopes, J. N. C.; Freire, M. G.; Rebelo, L. P. N. (2013) J. Phys. Chem. B 117, 10271-10283.",,,,,,,,,,,,,,,,
208,1-butyl-3-methylimidazolium ,CCCCN1C=C[N+](=C1)C,tricyanomethane,C(=C(C#N)C#N)=[N-],338.15,101.325,1020.7,"Neves, C. M. S. S.; Kurnia, K. A.; Coutinho, J. A. P.; Marrucho, I. M.; Lopes, J. N. C.; Freire, M. G.; Rebelo, L. P. N. (2013) J. Phys. Chem. B 117, 10271-10283.",,,,,,,,,,,,,,,,
209,1-butyl-3-methylimidazolium ,CCCCN1C=C[N+](=C1)C,tricyanomethane,C(=C(C#N)C#N)=[N-],343.15,101.325,1017.5,"Neves, C. M. S. S.; Kurnia, K. A.; Coutinho, J. A. P.; Marrucho, I. M.; Lopes, J. N. C.; Freire, M. G.; Rebelo, L. P. N. (2013) J. Phys. Chem. B 117, 10271-10283.",,,,,,,,,,,,,,,,
210,1-butyl-3-methylimidazolium ,CCCCN1C=C[N+](=C1)C,tricyanomethane,C(=C(C#N)C#N)=[N-],348.15,101.325,1014.3,"Neves, C. M. S. S.; Kurnia, K. A.; Coutinho, J. A. P.; Marrucho, I. M.; Lopes, J. N. C.; Freire, M. G.; Rebelo, L. P. N. (2013) J. Phys. Chem. B 117, 10271-10283.",,,,,,,,,,,,,,,,
211,1-butyl-3-methylimidazolium ,CCCCN1C=C[N+](=C1)C,tricyanomethane,C(=C(C#N)C#N)=[N-],353.15,101.325,1011.1,"Neves, C. M. S. S.; Kurnia, K. A.; Coutinho, J. A. P.; Marrucho, I. M.; Lopes, J. N. C.; Freire, M. G.; Rebelo, L. P. N. (2013) J. Phys. Chem. B 117, 10271-10283.",,,,,,,,,,,,,,,,
212,1-butyl-3-methylimidazolium ,CCCCN1C=C[N+](=C1)C,tricyanomethane,C(=C(C#N)C#N)=[N-],358.15,101.325,1008,"Neves, C. M. S. S.; Kurnia, K. A.; Coutinho, J. A. P.; Marrucho, I. M.; Lopes, J. N. C.; Freire, M. G.; Rebelo, L. P. N. (2013) J. Phys. Chem. B 117, 10271-10283.",,,,,,,,,,,,,,,,
213,1-butyl-3-methylimidazolium ,CCCCN1C=C[N+](=C1)C,tricyanomethane,C(=C(C#N)C#N)=[N-],363.15,101.325,1004.9,"Neves, C. M. S. S.; Kurnia, K. A.; Coutinho, J. A. P.; Marrucho, I. M.; Lopes, J. N. C.; Freire, M. G.; Rebelo, L. P. N. (2013) J. Phys. Chem. B 117, 10271-10283.",,,,,,,,,,,,,,,,
214,1-butyl-3-methylimidazolium ,CCCCN1C=C[N+](=C1)C,trifluoromethanesulfonate,C(F)(F)(F)S(=O)(=O)[O-],298.2,101.325,1303.8,"Soriano, A. N.; Doma Jr., B. T.; Li, M. -H. (2009) J. Chem. Thermodyn. 41, 301-307.",,,,,,,,,,,,,,,,
215,1-butyl-3-methylimidazolium ,CCCCN1C=C[N+](=C1)C,trifluoromethanesulfonate,C(F)(F)(F)S(=O)(=O)[O-],299.2,101.325,1303,"Soriano, A. N.; Doma Jr., B. T.; Li, M. -H. (2009) J. Chem. Thermodyn. 41, 301-307.",,,,,,,,,,,,,,,,
216,1-butyl-3-methylimidazolium ,CCCCN1C=C[N+](=C1)C,trifluoromethanesulfonate,C(F)(F)(F)S(=O)(=O)[O-],300.2,101.325,1302.3,"Soriano, A. N.; Doma Jr., B. T.; Li, M. -H. (2009) J. Chem. Thermodyn. 41, 301-307.",,,,,,,,,,,,,,,,
217,1-butyl-3-methylimidazolium ,CCCCN1C=C[N+](=C1)C,trifluoromethanesulfonate,C(F)(F)(F)S(=O)(=O)[O-],301.2,101.325,1301.5,"Soriano, A. N.; Doma Jr., B. T.; Li, M. -H. (2009) J. Chem. Thermodyn. 41, 301-307.",,,,,,,,,,,,,,,,
218,1-butyl-3-methylimidazolium ,CCCCN1C=C[N+](=C1)C,trifluoromethanesulfonate,C(F)(F)(F)S(=O)(=O)[O-],302.2,101.325,1300.8,"Soriano, A. N.; Doma Jr., B. T.; Li, M. -H. (2009) J. Chem. Thermodyn. 41, 301-307.",,,,,,,,,,,,,,,,
219,1-butyl-3-methylimidazolium ,CCCCN1C=C[N+](=C1)C,trifluoromethanesulfonate,C(F)(F)(F)S(=O)(=O)[O-],303.2,101.325,1300,"Soriano, A. N.; Doma Jr., B. T.; Li, M. -H. (2009) J. Chem. Thermodyn. 41, 301-307.",,,,,,,,,,,,,,,,
220,1-butyl-3-methylimidazolium ,CCCCN1C=C[N+](=C1)C,trifluoromethanesulfonate,C(F)(F)(F)S(=O)(=O)[O-],304.2,101.325,1299.2,"Soriano, A. N.; Doma Jr., B. T.; Li, M. -H. (2009) J. Chem. Thermodyn. 41, 301-307.",,,,,,,,,,,,,,,,
221,1-butyl-3-methylimidazolium ,CCCCN1C=C[N+](=C1)C,trifluoromethanesulfonate,C(F)(F)(F)S(=O)(=O)[O-],305.2,101.325,1298.5,"Soriano, A. N.; Doma Jr., B. T.; Li, M. -H. (2009) J. Chem. Thermodyn. 41, 301-307.",,,,,,,,,,,,,,,,
222,1-butyl-3-methylimidazolium ,CCCCN1C=C[N+](=C1)C,trifluoromethanesulfonate,C(F)(F)(F)S(=O)(=O)[O-],306.2,101.325,1297.7,"Soriano, A. N.; Doma Jr., B. T.; Li, M. -H. (2009) J. Chem. Thermodyn. 41, 301-307.",,,,,,,,,,,,,,,,
223,1-butyl-3-methylimidazolium ,CCCCN1C=C[N+](=C1)C,trifluoromethanesulfonate,C(F)(F)(F)S(=O)(=O)[O-],307.2,101.325,1297,"Soriano, A. N.; Doma Jr., B. T.; Li, M. -H. (2009) J. Chem. Thermodyn. 41, 301-307.",,,,,,,,,,,,,,,,
224,1-butyl-3-methylimidazolium ,CCCCN1C=C[N+](=C1)C,trifluoromethanesulfonate,C(F)(F)(F)S(=O)(=O)[O-],308.2,101.325,1296.2,"Soriano, A. N.; Doma Jr., B. T.; Li, M. -H. (2009) J. Chem. Thermodyn. 41, 301-307.",,,,,,,,,,,,,,,,
225,1-butyl-3-methylimidazolium ,CCCCN1C=C[N+](=C1)C,trifluoromethanesulfonate,C(F)(F)(F)S(=O)(=O)[O-],313.2,101.325,1292.4,"Soriano, A. N.; Doma Jr., B. T.; Li, M. -H. (2009) J. Chem. Thermodyn. 41, 301-307.",,,,,,,,,,,,,,,,
226,1-butyl-3-methylimidazolium ,CCCCN1C=C[N+](=C1)C,trifluoromethanesulfonate,C(F)(F)(F)S(=O)(=O)[O-],318.2,101.325,1288.6,"Soriano, A. N.; Doma Jr., B. T.; Li, M. -H. (2009) J. Chem. Thermodyn. 41, 301-307.",,,,,,,,,,,,,,,,
227,1-butyl-3-methylimidazolium ,CCCCN1C=C[N+](=C1)C,trifluoromethanesulfonate,C(F)(F)(F)S(=O)(=O)[O-],323.2,101.325,1284.7,"Soriano, A. N.; Doma Jr., B. T.; Li, M. -H. (2009) J. Chem. Thermodyn. 41, 301-307.",,,,,,,,,,,,,,,,
228,1-butyl-3-methylimidazolium ,CCCCN1C=C[N+](=C1)C,trifluoromethanesulfonate,C(F)(F)(F)S(=O)(=O)[O-],333.2,101.325,1277.1,"Soriano, A. N.; Doma Jr., B. T.; Li, M. -H. (2009) J. Chem. Thermodyn. 41, 301-307.",,,,,,,,,,,,,,,,
229,1-butyl-3-methylimidazolium ,CCCCN1C=C[N+](=C1)C,trifluoromethanesulfonate,C(F)(F)(F)S(=O)(=O)[O-],343.2,101.325,1269.5,"Soriano, A. N.; Doma Jr., B. T.; Li, M. -H. (2009) J. Chem. Thermodyn. 41, 301-307.",,,,,,,,,,,,,,,,
230,1-butyl-3-methylimidazolium ,CCCCN1C=C[N+](=C1)C,trifluoromethanesulfonate,C(F)(F)(F)S(=O)(=O)[O-],353.2,101.325,1261.9,"Soriano, A. N.; Doma Jr., B. T.; Li, M. -H. (2009) J. Chem. Thermodyn. 41, 301-307.",,,,,,,,,,,,,,,,
231,"1-ethyl-2,3-dimethylimidazolium ",CCN1C=C[N+](=C1C)C.COC(=O)[O-],bis[(trifluoromethyl)sulfonyl]imide,C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,296.15,101.325,1491.3,"Fredlake, C. P.; Crosthwaite, J. M.; Hert, D. G.; Aki, S. N. V. K.; Brennecke, J. F. (2004) J. Chem. Eng. Data 49, 954-964.",,,,,,,,,,,,,,,,
232,"1-ethyl-2,3-dimethylimidazolium ",CCN1C=C[N+](=C1C)C.COC(=O)[O-],bis[(trifluoromethyl)sulfonyl]imide,C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,303.75,101.325,1485.5,"Fredlake, C. P.; Crosthwaite, J. M.; Hert, D. G.; Aki, S. N. V. K.; Brennecke, J. F. (2004) J. Chem. Eng. Data 49, 954-964.",,,,,,,,,,,,,,,,
233,"1-ethyl-2,3-dimethylimidazolium ",CCN1C=C[N+](=C1C)C.COC(=O)[O-],bis[(trifluoromethyl)sulfonyl]imide,C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,313.55,101.325,1476.9,"Fredlake, C. P.; Crosthwaite, J. M.; Hert, D. G.; Aki, S. N. V. K.; Brennecke, J. F. (2004) J. Chem. Eng. Data 49, 954-964.",,,,,,,,,,,,,,,,
234,"1-ethyl-2,3-dimethylimidazolium ",CCN1C=C[N+](=C1C)C.COC(=O)[O-],bis[(trifluoromethyl)sulfonyl]imide,C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,323.35,101.325,1468,"Fredlake, C. P.; Crosthwaite, J. M.; Hert, D. G.; Aki, S. N. V. K.; Brennecke, J. F. (2004) J. Chem. Eng. Data 49, 954-964.",,,,,,,,,,,,,,,,
235,"1-ethyl-2,3-dimethylimidazolium ",CCN1C=C[N+](=C1C)C.COC(=O)[O-],bis[(trifluoromethyl)sulfonyl]imide,C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,333.65,101.325,1457.2,"Fredlake, C. P.; Crosthwaite, J. M.; Hert, D. G.; Aki, S. N. V. K.; Brennecke, J. F. (2004) J. Chem. Eng. Data 49, 954-964.",,,,,,,,,,,,,,,,
