,NAME_CAT,SMILE_CAT,NAME_ANI,SMILE_ANI,T,P,densiy (kg/m3),reference,,,,,,,,,,,,,,,,
75,1-butyl-3-methylimidazolium ,CCCCN1C=C[N+](=C1)C,bis(trifluoromethylsulfonyl)imide,C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,333.15,101.325,1401.1,"Santos, D.; Santos, M.; Franceschi, E.; Dariva, C.; Barison, A.; Mattedi, S. (2016) J. Chem. Eng. Data 61(1), 348-353.",,,,,,,,,,,,,,,,
76,1-butyl-3-methylimidazolium ,CCCCN1C=C[N+](=C1)C,bis(trifluoromethylsulfonyl)imide,C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,338.15,101.325,1396.4,"Santos, D.; Santos, M.; Franceschi, E.; Dariva, C.; Barison, A.; Mattedi, S. (2016) J. Chem. Eng. Data 61(1), 348-353.",,,,,,,,,,,,,,,,
77,1-butyl-3-methylimidazolium ,CCCCN1C=C[N+](=C1)C,bis(trifluoromethylsulfonyl)imide,C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,343.15,101.325,1391.7,"Santos, D.; Santos, M.; Franceschi, E.; Dariva, C.; Barison, A.; Mattedi, S. (2016) J. Chem. Eng. Data 61(1), 348-353.",,,,,,,,,,,,,,,,
78,1-butyl-3-methylimidazolium ,CCCCN1C=C[N+](=C1)C,bis(trifluoromethylsulfonyl)imide,C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,348.15,101.325,1387.1,"Santos, D.; Santos, M.; Franceschi, E.; Dariva, C.; Barison, A.; Mattedi, S. (2016) J. Chem. Eng. Data 61(1), 348-353.",,,,,,,,,,,,,,,,
79,1-butyl-3-methylimidazolium ,CCCCN1C=C[N+](=C1)C,bis(trifluoromethylsulfonyl)imide,C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,353.15,101.325,1382.4,"Santos, D.; Santos, M.; Franceschi, E.; Dariva, C.; Barison, A.; Mattedi, S. (2016) J. Chem. Eng. Data 61(1), 348-353.",,,,,,,,,,,,,,,,
80,1-butyl-3-methylimidazolium ,CCCCN1C=C[N+](=C1)C,bromide,[Br-],298.15,101.325,1290.9,"Teodorescu, M. (2014) Ind. Eng. Chem. Res. 53, 13522-1328.",,,,,,,,,,,,,,,,
81,1-butyl-3-methylimidazolium ,CCCCN1C=C[N+](=C1)C,bromide,[Br-],308.15,101.325,1284.3 ,"Teodorescu, M. (2014) Ind. Eng. Chem. Res. 53, 13522-1328.",,,,,,,,,,,,,,,,
82,1-butyl-3-methylimidazolium ,CCCCN1C=C[N+](=C1)C,chloride,[Cl-],308.15,100,1079.4,"Martins, M. A. R.; Coutinho, J. A. P.; Pinho, S. P.; Domanska, U. (2015) J. Chem. Thermodyn. 91, 194-203.",,,,,,,,,,,,,,,,
83,1-butyl-3-methylimidazolium ,CCCCN1C=C[N+](=C1)C,chloride,[Cl-],313.15,100,1076.6,"Martins, M. A. R.; Coutinho, J. A. P.; Pinho, S. P.; Domanska, U. (2015) J. Chem. Thermodyn. 91, 194-203.",,,,,,,,,,,,,,,,
84,1-butyl-3-methylimidazolium ,CCCCN1C=C[N+](=C1)C,chloride,[Cl-],318.15,100,1073.7,"Martins, M. A. R.; Coutinho, J. A. P.; Pinho, S. P.; Domanska, U. (2015) J. Chem. Thermodyn. 91, 194-203.",,,,,,,,,,,,,,,,
85,1-butyl-3-methylimidazolium ,CCCCN1C=C[N+](=C1)C,chloride,[Cl-],323.15,100,1070.9,"Martins, M. A. R.; Coutinho, J. A. P.; Pinho, S. P.; Domanska, U. (2015) J. Chem. Thermodyn. 91, 194-203.",,,,,,,,,,,,,,,,
86,1-butyl-3-methylimidazolium ,CCCCN1C=C[N+](=C1)C,chloride,[Cl-],328.15,100,1068.1,"Martins, M. A. R.; Coutinho, J. A. P.; Pinho, S. P.; Domanska, U. (2015) J. Chem. Thermodyn. 91, 194-203.",,,,,,,,,,,,,,,,
87,1-butyl-3-methylimidazolium ,CCCCN1C=C[N+](=C1)C,chloride,[Cl-],333.15,100,1065.2,"Martins, M. A. R.; Coutinho, J. A. P.; Pinho, S. P.; Domanska, U. (2015) J. Chem. Thermodyn. 91, 194-203.",,,,,,,,,,,,,,,,
88,1-butyl-3-methylimidazolium ,CCCCN1C=C[N+](=C1)C,chloride,[Cl-],338.15,100,1062.4,"Martins, M. A. R.; Coutinho, J. A. P.; Pinho, S. P.; Domanska, U. (2015) J. Chem. Thermodyn. 91, 194-203.",,,,,,,,,,,,,,,,
89,1-butyl-3-methylimidazolium ,CCCCN1C=C[N+](=C1)C,chloride,[Cl-],343.15,100,1059.6,"Martins, M. A. R.; Coutinho, J. A. P.; Pinho, S. P.; Domanska, U. (2015) J. Chem. Thermodyn. 91, 194-203.",,,,,,,,,,,,,,,,
90,1-butyl-3-methylimidazolium ,CCCCN1C=C[N+](=C1)C,chloride,[Cl-],348.15,100,1056.9,"Martins, M. A. R.; Coutinho, J. A. P.; Pinho, S. P.; Domanska, U. (2015) J. Chem. Thermodyn. 91, 194-203.",,,,,,,,,,,,,,,,
91,1-butyl-3-methylimidazolium ,CCCCN1C=C[N+](=C1)C,chloride,[Cl-],353.15,100,1054.3,"Martins, M. A. R.; Coutinho, J. A. P.; Pinho, S. P.; Domanska, U. (2015) J. Chem. Thermodyn. 91, 194-203.",,,,,,,,,,,,,,,,
92,1-butyl-3-methylimidazolium ,CCCCN1C=C[N+](=C1)C,chloride,[Cl-],358.15,100,1051.7,"Martins, M. A. R.; Coutinho, J. A. P.; Pinho, S. P.; Domanska, U. (2015) J. Chem. Thermodyn. 91, 194-203.",,,,,,,,,,,,,,,,
93,1-butyl-3-methylimidazolium ,CCCCN1C=C[N+](=C1)C,chloride,[Cl-],363.15,100,1049,"Martins, M. A. R.; Coutinho, J. A. P.; Pinho, S. P.; Domanska, U. (2015) J. Chem. Thermodyn. 91, 194-203.",,,,,,,,,,,,,,,,
94,1-butyl-3-methylimidazolium ,CCCCN1C=C[N+](=C1)C,chloride,[Cl-],368.15,100,1046.4,"Martins, M. A. R.; Coutinho, J. A. P.; Pinho, S. P.; Domanska, U. (2015) J. Chem. Thermodyn. 91, 194-203.",,,,,,,,,,,,,,,,
95,1-butyl-3-methylimidazolium ,CCCCN1C=C[N+](=C1)C,chloride,[Cl-],373.15,100,1043.9,"Martins, M. A. R.; Coutinho, J. A. P.; Pinho, S. P.; Domanska, U. (2015) J. Chem. Thermodyn. 91, 194-203.",,,,,,,,,,,,,,,,
96,1-butyl-3-methylimidazolium ,CCCCN1C=C[N+](=C1)C,hexafluorophosphate,F[P-](F)(F)(F)(F)F,278.15,101.325,1385.4,"Salgado, J.; Regueira, T.; Lugo, L.; Vijande, J.; Fernandez, J.; Garcia, J. (2014) J. Chem. Thermodyn. 70, 101-110.",,,,,,,,,,,,,,,,
97,1-butyl-3-methylimidazolium ,CCCCN1C=C[N+](=C1)C,hexafluorophosphate,F[P-](F)(F)(F)(F)F,283.15,101.325,1381.1,"Salgado, J.; Regueira, T.; Lugo, L.; Vijande, J.; Fernandez, J.; Garcia, J. (2014) J. Chem. Thermodyn. 70, 101-110.",,,,,,,,,,,,,,,,
98,1-butyl-3-methylimidazolium ,CCCCN1C=C[N+](=C1)C,hexafluorophosphate,F[P-](F)(F)(F)(F)F,288.15,101.325,1376.7,"Salgado, J.; Regueira, T.; Lugo, L.; Vijande, J.; Fernandez, J.; Garcia, J. (2014) J. Chem. Thermodyn. 70, 101-110.",,,,,,,,,,,,,,,,
99,1-butyl-3-methylimidazolium ,CCCCN1C=C[N+](=C1)C,hexafluorophosphate,F[P-](F)(F)(F)(F)F,293.15,101.325,1372.3,"Salgado, J.; Regueira, T.; Lugo, L.; Vijande, J.; Fernandez, J.; Garcia, J. (2014) J. Chem. Thermodyn. 70, 101-110.",,,,,,,,,,,,,,,,
100,1-butyl-3-methylimidazolium ,CCCCN1C=C[N+](=C1)C,hexafluorophosphate,F[P-](F)(F)(F)(F)F,298.15,101.325,1368,"Salgado, J.; Regueira, T.; Lugo, L.; Vijande, J.; Fernandez, J.; Garcia, J. (2014) J. Chem. Thermodyn. 70, 101-110.",,,,,,,,,,,,,,,,
101,1-butyl-3-methylimidazolium ,CCCCN1C=C[N+](=C1)C,hexafluorophosphate,F[P-](F)(F)(F)(F)F,303.15,101.325,1363.8,"Salgado, J.; Regueira, T.; Lugo, L.; Vijande, J.; Fernandez, J.; Garcia, J. (2014) J. Chem. Thermodyn. 70, 101-110.",,,,,,,,,,,,,,,,
102,1-butyl-3-methylimidazolium ,CCCCN1C=C[N+](=C1)C,hexafluorophosphate,F[P-](F)(F)(F)(F)F,308.15,101.325,1359.7,"Salgado, J.; Regueira, T.; Lugo, L.; Vijande, J.; Fernandez, J.; Garcia, J. (2014) J. Chem. Thermodyn. 70, 101-110.",,,,,,,,,,,,,,,,
103,1-butyl-3-methylimidazolium ,CCCCN1C=C[N+](=C1)C,hexafluorophosphate,F[P-](F)(F)(F)(F)F,313.15,101.325,1355.6,"Salgado, J.; Regueira, T.; Lugo, L.; Vijande, J.; Fernandez, J.; Garcia, J. (2014) J. Chem. Thermodyn. 70, 101-110.",,,,,,,,,,,,,,,,
104,1-butyl-3-methylimidazolium ,CCCCN1C=C[N+](=C1)C,hexafluorophosphate,F[P-](F)(F)(F)(F)F,318.15,101.325,1351.6,"Salgado, J.; Regueira, T.; Lugo, L.; Vijande, J.; Fernandez, J.; Garcia, J. (2014) J. Chem. Thermodyn. 70, 101-110.",,,,,,,,,,,,,,,,
105,1-butyl-3-methylimidazolium ,CCCCN1C=C[N+](=C1)C,hexafluorophosphate,F[P-](F)(F)(F)(F)F,323.15,101.325,1347.5,"Salgado, J.; Regueira, T.; Lugo, L.; Vijande, J.; Fernandez, J.; Garcia, J. (2014) J. Chem. Thermodyn. 70, 101-110.",,,,,,,,,,,,,,,,
106,1-butyl-3-methylimidazolium ,CCCCN1C=C[N+](=C1)C,hexafluorophosphate,F[P-](F)(F)(F)(F)F,328.15,101.325,1343.5,"Salgado, J.; Regueira, T.; Lugo, L.; Vijande, J.; Fernandez, J.; Garcia, J. (2014) J. Chem. Thermodyn. 70, 101-110.",,,,,,,,,,,,,,,,
107,1-butyl-3-methylimidazolium ,CCCCN1C=C[N+](=C1)C,hexafluorophosphate,F[P-](F)(F)(F)(F)F,333.15,101.325,1339.4,"Salgado, J.; Regueira, T.; Lugo, L.; Vijande, J.; Fernandez, J.; Garcia, J. (2014) J. Chem. Thermodyn. 70, 101-110.",,,,,,,,,,,,,,,,
108,1-butyl-3-methylimidazolium ,CCCCN1C=C[N+](=C1)C,hexafluorophosphate,F[P-](F)(F)(F)(F)F,338.15,101.325,1335.4,"Salgado, J.; Regueira, T.; Lugo, L.; Vijande, J.; Fernandez, J.; Garcia, J. (2014) J. Chem. Thermodyn. 70, 101-110.",,,,,,,,,,,,,,,,
109,1-butyl-3-methylimidazolium ,CCCCN1C=C[N+](=C1)C,hexafluorophosphate,F[P-](F)(F)(F)(F)F,343.15,101.325,1331.3,"Salgado, J.; Regueira, T.; Lugo, L.; Vijande, J.; Fernandez, J.; Garcia, J. (2014) J. Chem. Thermodyn. 70, 101-110.",,,,,,,,,,,,,,,,
110,1-butyl-3-methylimidazolium ,CCCCN1C=C[N+](=C1)C,hexafluorophosphate,F[P-](F)(F)(F)(F)F,348.15,101.325,1327.3,"Salgado, J.; Regueira, T.; Lugo, L.; Vijande, J.; Fernandez, J.; Garcia, J. (2014) J. Chem. Thermodyn. 70, 101-110.",,,,,,,,,,,,,,,,
111,1-butyl-3-methylimidazolium ,CCCCN1C=C[N+](=C1)C,hexafluorophosphate,F[P-](F)(F)(F)(F)F,353.15,101.325,1323.2,"Salgado, J.; Regueira, T.; Lugo, L.; Vijande, J.; Fernandez, J.; Garcia, J. (2014) J. Chem. Thermodyn. 70, 101-110.",,,,,,,,,,,,,,,,
112,1-butyl-3-methylimidazolium ,CCCCN1C=C[N+](=C1)C,hexafluorophosphate,F[P-](F)(F)(F)(F)F,358.15,101.325,1319.1,"Salgado, J.; Regueira, T.; Lugo, L.; Vijande, J.; Fernandez, J.; Garcia, J. (2014) J. Chem. Thermodyn. 70, 101-110.",,,,,,,,,,,,,,,,
113,1-butyl-3-methylimidazolium ,CCCCN1C=C[N+](=C1)C,hexafluorophosphate,F[P-](F)(F)(F)(F)F,363.15,101.325,1314.9,"Salgado, J.; Regueira, T.; Lugo, L.; Vijande, J.; Fernandez, J.; Garcia, J. (2014) J. Chem. Thermodyn. 70, 101-110.",,,,,,,,,,,,,,,,
114,1-butyl-3-methylimidazolium ,CCCCN1C=C[N+](=C1)C,hexafluorophosphate,F[P-](F)(F)(F)(F)F,368.15,101.325,1310.8,"Salgado, J.; Regueira, T.; Lugo, L.; Vijande, J.; Fernandez, J.; Garcia, J. (2014) J. Chem. Thermodyn. 70, 101-110.",,,,,,,,,,,,,,,,
115,1-butyl-3-methylimidazolium ,CCCCN1C=C[N+](=C1)C,hexafluorophosphate,F[P-](F)(F)(F)(F)F,373.15,101.325,1307,"Salgado, J.; Regueira, T.; Lugo, L.; Vijande, J.; Fernandez, J.; Garcia, J. (2014) J. Chem. Thermodyn. 70, 101-110.",,,,,,,,,,,,,,,,
116,1-butyl-3-methylimidazolium ,CCCCN1C=C[N+](=C1)C,hydrogen sulfate,OS(=O)(=O)[O-],303,101.325,1275.9,"Yoo, B.; Afzal, A.; Prausnitz, J. M. (2013) J. Chem. Thermodyn. 57(1), 178-181.",,,,,,,,,,,,,,,,
117,1-butyl-3-methylimidazolium ,CCCCN1C=C[N+](=C1)C,hydrogen sulfate,OS(=O)(=O)[O-],308,101.325,1272.5,"Yoo, B.; Afzal, A.; Prausnitz, J. M. (2013) J. Chem. Thermodyn. 57(1), 178-181.",,,,,,,,,,,,,,,,
118,1-butyl-3-methylimidazolium ,CCCCN1C=C[N+](=C1)C,hydrogen sulfate,OS(=O)(=O)[O-],313,101.325,1269,"Yoo, B.; Afzal, A.; Prausnitz, J. M. (2013) J. Chem. Thermodyn. 57(1), 178-181.",,,,,,,,,,,,,,,,
119,1-butyl-3-methylimidazolium ,CCCCN1C=C[N+](=C1)C,hydrogen sulfate,OS(=O)(=O)[O-],318,101.325,1266.4,"Yoo, B.; Afzal, A.; Prausnitz, J. M. (2013) J. Chem. Thermodyn. 57(1), 178-181.",,,,,,,,,,,,,,,,
120,1-butyl-3-methylimidazolium ,CCCCN1C=C[N+](=C1)C,hydrogen sulfate,OS(=O)(=O)[O-],323,101.325,1263.4,"Yoo, B.; Afzal, A.; Prausnitz, J. M. (2013) J. Chem. Thermodyn. 57(1), 178-181.",,,,,,,,,,,,,,,,
121,1-butyl-3-methylimidazolium ,CCCCN1C=C[N+](=C1)C,hydrogen sulfate,OS(=O)(=O)[O-],328,101.325,1260.4,"Yoo, B.; Afzal, A.; Prausnitz, J. M. (2013) J. Chem. Thermodyn. 57(1), 178-181.",,,,,,,,,,,,,,,,
122,1-butyl-3-methylimidazolium ,CCCCN1C=C[N+](=C1)C,hydrogen sulfate,OS(=O)(=O)[O-],333,101.325,1257.4,"Yoo, B.; Afzal, A.; Prausnitz, J. M. (2013) J. Chem. Thermodyn. 57(1), 178-181.",,,,,,,,,,,,,,,,
123,1-butyl-3-methylimidazolium ,CCCCN1C=C[N+](=C1)C,hydrogen sulfate,OS(=O)(=O)[O-],338,101.325,1254.5,"Yoo, B.; Afzal, A.; Prausnitz, J. M. (2013) J. Chem. Thermodyn. 57(1), 178-181.",,,,,,,,,,,,,,,,
124,1-butyl-3-methylimidazolium ,CCCCN1C=C[N+](=C1)C,hydrogen sulfate,OS(=O)(=O)[O-],343,101.325,1251.5,"Yoo, B.; Afzal, A.; Prausnitz, J. M. (2013) J. Chem. Thermodyn. 57(1), 178-181.",,,,,,,,,,,,,,,,
125,1-butyl-3-methylimidazolium ,CCCCN1C=C[N+](=C1)C,hydrogen sulfate,OS(=O)(=O)[O-],348,101.325,1248.6,"Yoo, B.; Afzal, A.; Prausnitz, J. M. (2013) J. Chem. Thermodyn. 57(1), 178-181.",,,,,,,,,,,,,,,,
126,1-butyl-3-methylimidazolium ,CCCCN1C=C[N+](=C1)C,hydrogen sulfate,OS(=O)(=O)[O-],353,101.325,1245.7,"Yoo, B.; Afzal, A.; Prausnitz, J. M. (2013) J. Chem. Thermodyn. 57(1), 178-181.",,,,,,,,,,,,,,,,
127,1-butyl-3-methylimidazolium ,CCCCN1C=C[N+](=C1)C,hydrogen sulfate,OS(=O)(=O)[O-],358,101.325,1242.8,"Yoo, B.; Afzal, A.; Prausnitz, J. M. (2013) J. Chem. Thermodyn. 57(1), 178-181.",,,,,,,,,,,,,,,,
128,1-butyl-3-methylimidazolium ,CCCCN1C=C[N+](=C1)C,hydrogen sulfate,OS(=O)(=O)[O-],363,101.325,1240,"Yoo, B.; Afzal, A.; Prausnitz, J. M. (2013) J. Chem. Thermodyn. 57(1), 178-181.",,,,,,,,,,,,,,,,
129,1-butyl-3-methylimidazolium ,CCCCN1C=C[N+](=C1)C,iodide,[I-],282.94,101.325,1496.03,"Souckova, M.; Klomfar, J.; Patek, J. (2015) J. Chem. Thermodyn. 83, 52-60.",,,,,,,,,,,,,,,,
130,1-butyl-3-methylimidazolium ,CCCCN1C=C[N+](=C1)C,iodide,[I-],288.09,101.325,1492.12,"Souckova, M.; Klomfar, J.; Patek, J. (2015) J. Chem. Thermodyn. 83, 52-60.",,,,,,,,,,,,,,,,
131,1-butyl-3-methylimidazolium ,CCCCN1C=C[N+](=C1)C,iodide,[I-],293.41,101.325,1486.71,"Souckova, M.; Klomfar, J.; Patek, J. (2015) J. Chem. Thermodyn. 83, 52-60.",,,,,,,,,,,,,,,,
132,1-butyl-3-methylimidazolium ,CCCCN1C=C[N+](=C1)C,iodide,[I-],298.27,101.325,1483.31,"Souckova, M.; Klomfar, J.; Patek, J. (2015) J. Chem. Thermodyn. 83, 52-60.",,,,,,,,,,,,,,,,
133,1-butyl-3-methylimidazolium ,CCCCN1C=C[N+](=C1)C,iodide,[I-],303.16,101.325,1479.37,"Souckova, M.; Klomfar, J.; Patek, J. (2015) J. Chem. Thermodyn. 83, 52-60.",,,,,,,,,,,,,,,,
134,1-butyl-3-methylimidazolium ,CCCCN1C=C[N+](=C1)C,iodide,[I-],308.14,101.325,1475.89,"Souckova, M.; Klomfar, J.; Patek, J. (2015) J. Chem. Thermodyn. 83, 52-60.",,,,,,,,,,,,,,,,
135,1-butyl-3-methylimidazolium ,CCCCN1C=C[N+](=C1)C,iodide,[I-],313.28,101.325,1472.42,"Souckova, M.; Klomfar, J.; Patek, J. (2015) J. Chem. Thermodyn. 83, 52-60.",,,,,,,,,,,,,,,,
136,1-butyl-3-methylimidazolium ,CCCCN1C=C[N+](=C1)C,iodide,[I-],318.04,101.325,1467.31,"Souckova, M.; Klomfar, J.; Patek, J. (2015) J. Chem. Thermodyn. 83, 52-60.",,,,,,,,,,,,,,,,
137,1-butyl-3-methylimidazolium ,CCCCN1C=C[N+](=C1)C,iodide,[I-],323.28,101.325,1463.53,"Souckova, M.; Klomfar, J.; Patek, J. (2015) J. Chem. Thermodyn. 83, 52-60.",,,,,,,,,,,,,,,,
138,1-butyl-3-methylimidazolium ,CCCCN1C=C[N+](=C1)C,iodide,[I-],328.27,101.325,1463.53,"Souckova, M.; Klomfar, J.; Patek, J. (2015) J. Chem. Thermodyn. 83, 52-60.",,,,,,,,,,,,,,,,
139,1-butyl-3-methylimidazolium ,CCCCN1C=C[N+](=C1)C,iodide,[I-],333.12,101.325,1463.53,"Souckova, M.; Klomfar, J.; Patek, J. (2015) J. Chem. Thermodyn. 83, 52-60.",,,,,,,,,,,,,,,,
140,1-butyl-3-methylimidazolium ,CCCCN1C=C[N+](=C1)C,iodide,[I-],338.2,101.325,1463.53,"Souckova, M.; Klomfar, J.; Patek, J. (2015) J. Chem. Thermodyn. 83, 52-60.",,,,,,,,,,,,,,,,
141,1-butyl-3-methylimidazolium ,CCCCN1C=C[N+](=C1)C,iodide,[I-],343.68,101.325,1463.53,"Souckova, M.; Klomfar, J.; Patek, J. (2015) J. Chem. Thermodyn. 83, 52-60.",,,,,,,,,,,,,,,,
142,1-butyl-3-methylimidazolium ,CCCCN1C=C[N+](=C1)C,iodide,[I-],348.59,101.325,1463.53,"Souckova, M.; Klomfar, J.; Patek, J. (2015) J. Chem. Thermodyn. 83, 52-60.",,,,,,,,,,,,,,,,
143,1-butyl-3-methylimidazolium ,CCCCN1C=C[N+](=C1)C,iodide,[I-],353.09,101.325,1463.53,"Souckova, M.; Klomfar, J.; Patek, J. (2015) J. Chem. Thermodyn. 83, 52-60.",,,,,,,,,,,,,,,,
144,1-butyl-3-methylimidazolium ,CCCCN1C=C[N+](=C1)C,iodide,[I-],358.64,101.325,1463.53,"Souckova, M.; Klomfar, J.; Patek, J. (2015) J. Chem. Thermodyn. 83, 52-60.",,,,,,,,,,,,,,,,
145,1-butyl-3-methylimidazolium ,CCCCN1C=C[N+](=C1)C,iodide,[I-],364.72,101.325,1463.53,"Souckova, M.; Klomfar, J.; Patek, J. (2015) J. Chem. Thermodyn. 83, 52-60.",,,,,,,,,,,,,,,,
146,1-butyl-3-methylimidazolium ,CCCCN1C=C[N+](=C1)C,methylsulfate,COS(=O)(=O)[O-],293.16,101.325,1212.2,"Mac Dowell, N.; Llovell, F.; Sun, N.; Hallett, J. P.; George, A.; Hunt, P. A.; Welton, T.; Simmons, B. A.; Vega, L. F. (2014) J. Phys. Chem. B 118, 6206-6221.",,,,,,,,,,,,,,,,
147,1-butyl-3-methylimidazolium ,CCCCN1C=C[N+](=C1)C,methylsulfate,COS(=O)(=O)[O-],298.14,101.325,1208.8,"Mac Dowell, N.; Llovell, F.; Sun, N.; Hallett, J. P.; George, A.; Hunt, P. A.; Welton, T.; Simmons, B. A.; Vega, L. F. (2014) J. Phys. Chem. B 118, 6206-6221.",,,,,,,,,,,,,,,,
148,1-butyl-3-methylimidazolium ,CCCCN1C=C[N+](=C1)C,methylsulfate,COS(=O)(=O)[O-],303.14,101.325,1205.5,"Mac Dowell, N.; Llovell, F.; Sun, N.; Hallett, J. P.; George, A.; Hunt, P. A.; Welton, T.; Simmons, B. A.; Vega, L. F. (2014) J. Phys. Chem. B 118, 6206-6221.",,,,,,,,,,,,,,,,
149,1-butyl-3-methylimidazolium ,CCCCN1C=C[N+](=C1)C,methylsulfate,COS(=O)(=O)[O-],308.14,101.325,1202.2,"Mac Dowell, N.; Llovell, F.; Sun, N.; Hallett, J. P.; George, A.; Hunt, P. A.; Welton, T.; Simmons, B. A.; Vega, L. F. (2014) J. Phys. Chem. B 118, 6206-6221.",,,,,,,,,,,,,,,,
150,1-butyl-3-methylimidazolium ,CCCCN1C=C[N+](=C1)C,methylsulfate,COS(=O)(=O)[O-],313.14,101.325,1198.9,"Mac Dowell, N.; Llovell, F.; Sun, N.; Hallett, J. P.; George, A.; Hunt, P. A.; Welton, T.; Simmons, B. A.; Vega, L. F. (2014) J. Phys. Chem. B 118, 6206-6221.",,,,,,,,,,,,,,,,
151,1-butyl-3-methylimidazolium ,CCCCN1C=C[N+](=C1)C,methylsulfate,COS(=O)(=O)[O-],318.14,101.325,1195.6,"Mac Dowell, N.; Llovell, F.; Sun, N.; Hallett, J. P.; George, A.; Hunt, P. A.; Welton, T.; Simmons, B. A.; Vega, L. F. (2014) J. Phys. Chem. B 118, 6206-6221.",,,,,,,,,,,,,,,,
152,1-butyl-3-methylimidazolium ,CCCCN1C=C[N+](=C1)C,methylsulfate,COS(=O)(=O)[O-],323.14,101.325,1192.3,"Mac Dowell, N.; Llovell, F.; Sun, N.; Hallett, J. P.; George, A.; Hunt, P. A.; Welton, T.; Simmons, B. A.; Vega, L. F. (2014) J. Phys. Chem. B 118, 6206-6221.",,,,,,,,,,,,,,,,
153,1-butyl-3-methylimidazolium ,CCCCN1C=C[N+](=C1)C,methylsulfate,COS(=O)(=O)[O-],328.14,101.325,1189,"Mac Dowell, N.; Llovell, F.; Sun, N.; Hallett, J. P.; George, A.; Hunt, P. A.; Welton, T.; Simmons, B. A.; Vega, L. F. (2014) J. Phys. Chem. B 118, 6206-6221.",,,,,,,,,,,,,,,,
154,1-butyl-3-methylimidazolium ,CCCCN1C=C[N+](=C1)C,methylsulfate,COS(=O)(=O)[O-],333.14,101.325,1185.7,"Mac Dowell, N.; Llovell, F.; Sun, N.; Hallett, J. P.; George, A.; Hunt, P. A.; Welton, T.; Simmons, B. A.; Vega, L. F. (2014) J. Phys. Chem. B 118, 6206-6221.",,,,,,,,,,,,,,,,
155,1-butyl-3-methylimidazolium ,CCCCN1C=C[N+](=C1)C,methylsulfate,COS(=O)(=O)[O-],338.14,101.325,1182.5,"Mac Dowell, N.; Llovell, F.; Sun, N.; Hallett, J. P.; George, A.; Hunt, P. A.; Welton, T.; Simmons, B. A.; Vega, L. F. (2014) J. Phys. Chem. B 118, 6206-6221.",,,,,,,,,,,,,,,,
156,1-butyl-3-methylimidazolium ,CCCCN1C=C[N+](=C1)C,methylsulfate,COS(=O)(=O)[O-],343.14,101.325,1179.3,"Mac Dowell, N.; Llovell, F.; Sun, N.; Hallett, J. P.; George, A.; Hunt, P. A.; Welton, T.; Simmons, B. A.; Vega, L. F. (2014) J. Phys. Chem. B 118, 6206-6221.",,,,,,,,,,,,,,,,
157,1-butyl-3-methylimidazolium ,CCCCN1C=C[N+](=C1)C,methylsulfate,COS(=O)(=O)[O-],348.14,101.325,1176.1,"Mac Dowell, N.; Llovell, F.; Sun, N.; Hallett, J. P.; George, A.; Hunt, P. A.; Welton, T.; Simmons, B. A.; Vega, L. F. (2014) J. Phys. Chem. B 118, 6206-6221.",,,,,,,,,,,,,,,,
158,1-butyl-3-methylimidazolium ,CCCCN1C=C[N+](=C1)C,methylsulfate,COS(=O)(=O)[O-],353.14,101.325,1172.9,"Mac Dowell, N.; Llovell, F.; Sun, N.; Hallett, J. P.; George, A.; Hunt, P. A.; Welton, T.; Simmons, B. A.; Vega, L. F. (2014) J. Phys. Chem. B 118, 6206-6221.",,,,,,,,,,,,,,,,
159,1-butyl-3-methylimidazolium ,CCCCN1C=C[N+](=C1)C,methylsulfate,COS(=O)(=O)[O-],358.14,101.325,1169.7,"Mac Dowell, N.; Llovell, F.; Sun, N.; Hallett, J. P.; George, A.; Hunt, P. A.; Welton, T.; Simmons, B. A.; Vega, L. F. (2014) J. Phys. Chem. B 118, 6206-6221.",,,,,,,,,,,,,,,,
160,1-butyl-3-methylimidazolium ,CCCCN1C=C[N+](=C1)C,tetrafluoroborate,[B-](F)(F)(F)F,278.15,101.325,1216.5,"Neves, C. M. S. S.; Kurnia, K. A.; Coutinho, J. A. P.; Marrucho, I. M.; Lopes, J. N. C.; Freire, M. G.; Rebelo, L. P. N. (2013) J. Phys. Chem. B 117, 10271-10283.",,,,,,,,,,,,,,,,
161,1-butyl-3-methylimidazolium ,CCCCN1C=C[N+](=C1)C,tetrafluoroborate,[B-](F)(F)(F)F,283.15,101.325,1212.7,"Neves, C. M. S. S.; Kurnia, K. A.; Coutinho, J. A. P.; Marrucho, I. M.; Lopes, J. N. C.; Freire, M. G.; Rebelo, L. P. N. (2013) J. Phys. Chem. B 117, 10271-10283.",,,,,,,,,,,,,,,,
162,1-butyl-3-methylimidazolium ,CCCCN1C=C[N+](=C1)C,tetrafluoroborate,[B-](F)(F)(F)F,288.15,101.325,1209,"Neves, C. M. S. S.; Kurnia, K. A.; Coutinho, J. A. P.; Marrucho, I. M.; Lopes, J. N. C.; Freire, M. G.; Rebelo, L. P. N. (2013) J. Phys. Chem. B 117, 10271-10283.",,,,,,,,,,,,,,,,
